标题,链接,up主,up主id,精确播放数,历史累计弹幕数,点赞数,投硬币枚数,收藏人数,转发人数,评论数,发布时间,视频时长(秒),视频简介,作者简介,标签,视频aid
【Hiiro】猫猫的中文是怎么变好的？,https://www.bilibili.com/video/BV19r4y1w7ZR,HiiroVTuber,508963009,2334362,6035,120692,80023,35970,16682,3318,2020-10-31 22:00:43,302,"由三文鱼稀饭字幕组制作的学中文剪辑~

剪辑&amp;封面&amp;后期：碳烤龙尾巴
时轴&amp;翻译：alien
校对：PL",,,755226302
