标题,链接,up主,up主id,精确播放数,历史累计弹幕数,点赞数,投硬币枚数,收藏人数,转发人数,评论数,发布时间,视频时长(秒),视频简介,作者简介,标签,视频aid
【A-SOUL/贝&珈&嘉】太潮啦！师徒三人演绎《隔岸 (DJ)》,https://www.bilibili.com/video/BV1M64y1a7zh,账号已注销,393396916,7184320,34328,224388,109863,109810,110441,1265837,2021-09-19 21:52:40,849,"直播日期：2021年9月19日
贝拉/珈乐【天下第一舞斗会第二季】直播剪辑

BGM：隔岸(DJ) - 姚六一

偶尔剪一些喜欢的舞蹈
--------------------------------------------------------
--------------------------------------

向晚大魔王
直播间：https://live.bilibili.com",,,763015513
