标题,链接,up主,up主id,精确播放数,历史累计弹幕数,点赞数,投硬币枚数,收藏人数,转发人数,评论数,发布时间,视频时长(秒),视频简介,作者简介,标签,视频aid
深度解析《绣春刀》1和2，全长37分钟，最喜欢的人物是丁修,https://www.bilibili.com/video/BV1n14y1v7AF,武侠学徒,45097284,8847420,13398,146482,53163,110702,6595,2236,2022-09-15 01:40:53,2268,,,,773041717
