标题,链接,up主,up主id,精确播放数,历史累计弹幕数,点赞数,投硬币枚数,收藏人数,转发人数,评论数,发布时间,视频时长(秒),视频简介,作者简介,标签,视频aid
vlog.40 养狗人才懂得浪漫，到底是谁陪谁？,https://www.bilibili.com/video/BV1mfBYBvEG6,酷酷养了五只啥,471881374,682,0,20,1,2,0,3,2025-12-26 18:52:29,930,-,,,115785473203756
