标题,链接,up主,up主id,精确播放数,历史累计弹幕数,点赞数,投硬币枚数,收藏人数,转发人数,评论数,发布时间,视频时长(秒),视频简介,作者简介,标签,视频aid
“苹果人还是安卓人”？恶意挑动网络负面情绪，整治！,https://www.bilibili.com/video/BV17E1pBBEbB,央视新闻,456664753,5332764,85728,437179,48137,46925,124056,11876,2025-11-05 14:49:00,173,,,,115495730680530
